datdep,ptcar_lg_nm_nl,delay_arr,delay_dep,circ_typ,train_serv,mois
28MAR2025,YVOIR,0.3,0.63,1,SNCB/NMBS,2025-03
18MAR2025,BRUSSEL-ZUID,0.73,0.25,1,SNCB/NMBS,2025-03
11MAR2025,DENDERLEEUW,-0.48,0.17,1,SNCB/NMBS,2025-03
25MAR2025,SCHAARBEEK,-1.12,-1.12,1,SNCB/NMBS,2025-03
16MAR2025,MECHELEN,1.05,0.67,1,SNCB/NMBS,2025-03
04MAR2025,ENGIS,2.05,2.05,1,SNCB/NMBS,2025-03
23MAR2025,VORST-ZUID,1.97,1.97,1,SNCB/NMBS,2025-03
22MAR2025,COURT-SAINT-ETIENNE,-0.47,0.08,1,SNCB/NMBS,2025-03
14MAR2025,NEUFVILLES,-0.77,-0.77,1,SNCB/NMBS,2025-03
09MAR2025,BISSEGEM,1.37,1.48,1,SNCB/NMBS,2025-03
11MAR2025,MENEN,2.55,3.3,1,SNCB/NMBS,2025-03
10MAR2025,WELLE,1.68,0.85,1,SNCB/NMBS,2025-03
02MAR2025,OPWIJK,-0.17,-0.17,1,SNCB/NMBS,2025-03
20MAR2025,PECROT,0.5,0.65,1,SNCB/NMBS,2025-03
10MAR2025,LA LOUVIERE-CENTRE,1.58,0.25,1,SNCB/NMBS,2025-03
19MAR2025,TERNAT,-0.17,0.07,1,SNCB/NMBS,2025-03
10MAR2025,SCHAARBEEK,0.22,0.0,1,SNCB/NMBS,2025-03
12MAR2025,FRANIERE,2.73,3.37,1,SNCB/NMBS,2025-03
10MAR2025,VILLE-POMMEROEUL,8.32,8.32,1,SNCB/NMBS,2025-03
03MAR2025,LONZEE,0.25,0.25,1,SNCB/NMBS,2025-03
24MAR2025,ANDERLECHT,7.98,8.3,1,SNCB/NMBS,2025-03
21MAR2025,ANTWERPEN-BERCHEM,-0.18,0.13,1,SNCB/NMBS,2025-03
14MAR2025,VILVOORDE,-0.63,-0.07,1,SNCB/NMBS,2025-03
13MAR2025,HANSBEKE,0.58,0.33,1,SNCB/NMBS,2025-03
11MAR2025,DENDERMONDE,-0.35,,1,SNCB/NMBS,2025-03
03MAR2025,HALLE,5.58,4.55,1,SNCB/NMBS,2025-03
12MAR2025,BUDA,0.1,1.57,1,SNCB/NMBS,2025-03
10MAR2025,BRUSSEL-NOORD,6.57,6.1,1,SNCB/NMBS,2025-03
26MAR2025,BRUSSEL-KAPELLEKERK,0.95,0.95,1,SNCB/NMBS,2025-03
21MAR2025,HOLLEKEN,-0.85,-0.85,1,SNCB/NMBS,2025-03
21MAR2025,HANSBEKE,0.93,0.93,1,SNCB/NMBS,2025-03
12MAR2025,AALTER,-1.67,-1.67,1,SNCB/NMBS,2025-03
29MAR2025,JUSLENVILLE,0.05,0.15,1,SNCB/NMBS,2025-03
12MAR2025,BRACQUEGNIES,-1.38,-1.38,1,SNCB/NMBS,2025-03
21MAR2025,FRAIPONT,4.9,4.77,1,SNCB/NMBS,2025-03
24MAR2025,CHAUDFONTAINE,12.43,12.43,1,SNCB/NMBS,2025-03
27MAR2025,HAVERSIN,0.25,0.25,1,SNCB/NMBS,2025-03
19MAR2025,LIERS,5.75,6.2,1,SNCB/NMBS,2025-03
04MAR2025,BRUSSEL-CENTRAAL,0.97,0.75,1,SNCB/NMBS,2025-03
07MAR2025,MOUSTIER,-2.07,-2.07,1,SNCB/NMBS,2025-03
11MAR2025,PECROT,0.22,0.37,1,SNCB/NMBS,2025-03
25MAR2025,BOCKSTAEL,0.0,0.2,1,SNCB/NMBS,2025-03
26MAR2025,ENGIS,-1.5,-1.5,1,SNCB/NMBS,2025-03
07MAR2025,SINT-MARIABURG,0.42,-0.15,1,SNCB/NMBS,2025-03
14MAR2025,SOLRE-SUR-SAMBRE,-2.72,-2.72,1,SNCB/NMBS,2025-03
12MAR2025,ALKEN,0.8,0.82,1,SNCB/NMBS,2025-03
16MAR2025,TIELT,2.18,2.3,1,SNCB/NMBS,2025-03
19MAR2025,BUDA,0.38,0.38,1,SNCB/NMBS,2025-03
04MAR2025,ANTWERPEN-BERCHEM,0.62,0.12,1,SNCB/NMBS,2025-03
03MAR2025,HARELBEKE,0.9,0.9,1,SNCB/NMBS,2025-03
19MAR2025,WATERMAAL,0.4,0.4,1,SNCB/NMBS,2025-03
13MAR2025,CARNIERES,0.48,0.05,1,SNCB/NMBS,2025-03
06MAR2025,HANSBEKE,0.9,0.9,1,SNCB/NMBS,2025-03
21MAR2025,KAPELLEN-WIJKSPOOR,-0.87,-0.87,1,SNCB/NMBS,2025-03
19MAR2025,MOLLEM,18.82,18.82,1,SNCB/NMBS,2025-03
19MAR2025,SCHAARBEEK,-0.2,-0.2,1,SNCB/NMBS,2025-03
26MAR2025,LEMAN,4.02,4.02,1,SNCB/NMBS,2025-03
04MAR2025,HERMALLE-SOUS-HUY,-0.25,-0.25,1,SNCB/NMBS,2025-03
28MAR2025,LEMBEEK,-2.4,-2.4,1,SNCB/NMBS,2025-03
12MAR2025,BEERVELDE,-0.05,-0.05,1,SNCB/NMBS,2025-03
16MAR2025,VELTEM,-0.67,-0.67,1,SNCB/NMBS,2025-03
11MAR2025,TORHOUT,1.08,1.05,1,SNCB/NMBS,2025-03
20MAR2025,TUBIZE,9.68,9.68,1,SNCB/NMBS,2025-03
03MAR2025,BOIS D'AUSSE,0.72,0.72,1,SNCB/NMBS,2025-03
03MAR2025,NEERWINDEN,-1.05,-1.05,1,SNCB/NMBS,2025-03
11MAR2025,SINT-NIKLAAS,1.02,0.63,1,SNCB/NMBS,2025-03
20MAR2025,POULSEUR,1.98,2.0,1,SNCB/NMBS,2025-03
06MAR2025,ERNAGE,2.77,1.77,1,SNCB/NMBS,2025-03
09MAR2025,BRUSSEL-KAPELLEKERK,0.22,0.22,1,SNCB/NMBS,2025-03
04MAR2025,CALLENELLE,5.02,5.02,1,SNCB/NMBS,2025-03
31MAR2025,ZOLDER-KRUISSPOREN,5.57,5.57,1,SNCB/NMBS,2025-03
18MAR2025,MECHELEN,0.6,0.13,1,SNCB/NMBS,2025-03
12MAR2025,SCLESSIN,-0.07,0.0,1,SNCB/NMBS,2025-03
06MAR2025,LA LOUVIERE-SUD,-0.22,0.22,1,SNCB/NMBS,2025-03
14MAR2025,FLOREE,12.07,12.07,1,SNCB/NMBS,2025-03
09MAR2025,BOUWEL,-0.82,-0.82,1,SNCB/NMBS,2025-03
07MAR2025,BOSVOORDE,0.88,0.88,1,SNCB/NMBS,2025-03
03MAR2025,KWATRECHT,1.12,1.12,1,SNCB/NMBS,2025-03
24MAR2025,SCHAARBEEK,-0.73,0.07,1,SNCB/NMBS,2025-03
17MAR2025,RIXENSART,0.05,0.07,1,SNCB/NMBS,2025-03
17MAR2025,WAVRE,0.08,0.37,1,SNCB/NMBS,2025-03
04MAR2025,PONT-DE-SERAING,1.28,1.28,1,SNCB/NMBS,2025-03
05MAR2025,DEINZE-WIJKSPOREN,1.7,1.7,1,SNCB/NMBS,2025-03
19MAR2025,DRONGEN,1.8,1.8,1,SNCB/NMBS,2025-03
11MAR2025,BRAINE-ALLIANCE,1.53,1.53,1,SNCB/NMBS,2025-03
08MAR2025,PEPINSTER,0.12,0.12,1,SNCB/NMBS,2025-03
22MAR2025,LA LOUVIERE-GARE INDUSTRIELLE,-0.38,-0.38,1,SNCB/NMBS,2025-03
06MAR2025,ANTWERPEN-DAM,-0.38,-0.38,1,SNCB/NMBS,2025-03
05MAR2025,BRUSSEL-CENTRAAL,0.95,0.95,1,THI-FACT,2025-03
24MAR2025,TROOZ,-0.6,-0.6,1,SNCB/NMBS,2025-03
20MAR2025,DIEGEM,10.65,10.65,1,SNCB/NMBS,2025-03
12MAR2025,KORTENBERG,-0.63,-0.63,1,SNCB/NMBS,2025-03
12MAR2025,HOVE,0.02,0.02,1,SNCB/NMBS,2025-03
05MAR2025,BEVEREN(WAAS),2.65,2.75,1,SNCB/NMBS,2025-03
08MAR2025,BELSELE,2.55,2.55,1,SNCB/NMBS,2025-03
15MAR2025,KAPELLEN,4.1,4.1,1,SNCB/NMBS,2025-03
03MAR2025,WELKENRAEDT,0.45,1.5,1,SNCB/NMBS,2025-03
23MAR2025,SAINT-DENIS-BOVESSE,-0.35,-0.35,1,SNCB/NMBS,2025-03
20MAR2025,BRUSSEL-SCHUMAN,-0.5,0.4,1,SNCB/NMBS,2025-03
13MAR2025,BALEGEM-DORP,4.47,4.17,1,SNCB/NMBS,2025-03
17MAR2025,ZAVENTEM,-0.43,-0.43,1,SNCB/NMBS,2025-03
17MAR2025,VERTRIJK,-1.08,-1.08,1,SNCB/NMBS,2025-03
18MAR2025,SCHELDEWINDEKE,8.42,7.73,1,SNCB/NMBS,2025-03
03MAR2025,ANDERLECHT,-0.87,-0.87,1,SNCB/NMBS,2025-03
06MAR2025,BUGGENHOUT,-0.33,-0.33,1,SNCB/NMBS,2025-03
12MAR2025,MARIA-AALTER,0.17,0.17,1,SNCB/NMBS,2025-03
16MAR2025,RIVAGE-MARCHANDISES,2.63,2.63,1,SNCB/NMBS,2025-03
28MAR2025,DUFFEL,0.63,0.63,1,SNCB/NMBS,2025-03
12MAR2025,RIXENSART,1.15,0.72,1,SNCB/NMBS,2025-03
20MAR2025,LINKEBEEK,-1.13,-1.13,1,SNCB/NMBS,2025-03
03MAR2025,LIEGE-GUILLEMINS,-0.48,,1,SNCB/NMBS,2025-03
09MAR2025,PROFONDSART,1.48,1.48,1,SNCB/NMBS,2025-03
10MAR2025,VELTEM,1.78,1.78,1,SNCB/NMBS,2025-03
01MAR2025,SCHELLEBELLE,17.38,17.38,1,SNCB/NMBS,2025-03
19MAR2025,REBAIX,0.5,0.08,1,SNCB/NMBS,2025-03
02MAR2025,TILLEUR,3.58,3.58,1,SNCB/NMBS,2025-03
08MAR2025,KORTENBERG,0.68,0.27,1,SNCB/NMBS,2025-03
19MAR2025,RIVAGE-MARCHANDISES,0.47,0.47,1,SNCB/NMBS,2025-03
12MAR2025,MALDEREN,2.7,2.7,1,SNCB/NMBS,2025-03
03MAR2025,MONT-SAINT-GUIBERT,0.12,0.17,1,SNCB/NMBS,2025-03
21MAR2025,BAS-OHA,3.55,3.55,1,SNCB/NMBS,2025-03
13MAR2025,VERTRIJK,-0.9,-0.9,1,SNCB/NMBS,2025-03
16MAR2025,TAMINES,-0.58,0.18,1,SNCB/NMBS,2025-03
06MAR2025,LIER,1.13,0.2,1,SNCB/NMBS,2025-03
11MAR2025,DIEST,-0.5,0.0,1,SNCB/NMBS,2025-03
05MAR2025,FLOREFFE,0.2,0.2,1,SNCB/NMBS,2025-03
11MAR2025,OOSTKAMP,-1.93,-1.93,1,SNCB/NMBS,2025-03
28MAR2025,STOCKEM,0.73,0.73,1,SNCB/NMBS,2025-03
13MAR2025,LOKEREN,2.35,2.63,1,SNCB/NMBS,2025-03
05MAR2025,BOSVOORDE,1.7,2.7,1,SNCB/NMBS,2025-03
08MAR2025,WEERDE,16.02,15.7,1,SNCB/NMBS,2025-03
07MAR2025,BORDET,0.15,0.53,1,SNCB/NMBS,2025-03
31MAR2025,GEEL,0.42,0.63,1,SNCB/NMBS,2025-03
25MAR2025,BRUSSEL-ZUID,17.0,,1,THI-FACT,2025-03
13MAR2025,VILVOORDE,-0.3,0.13,1,SNCB/NMBS,2025-03
11MAR2025,BEUZET,-0.5,-0.5,1,SNCB/NMBS,2025-03
18MAR2025,NAMUR-HERBATTE,0.63,0.63,1,SNCB/NMBS,2025-03
21MAR2025,OLNE,4.07,4.07,1,SNCB/NMBS,2025-03
25MAR2025,TROOZ,2.85,2.85,1,SNCB/NMBS,2025-03
20MAR2025,BRUSSEL-LUXEMBURG,-0.28,0.78,1,SNCB/NMBS,2025-03
20MAR2025,UKKEL-STALLE,0.0,0.0,1,SNCB/NMBS,2025-03
06MAR2025,HALLE,12.3,12.98,1,SNCB/NMBS,2025-03
07MAR2025,BUGGENHOUT,0.45,0.45,1,SNCB/NMBS,2025-03
07MAR2025,EKE-NAZARETH,2.48,2.82,1,SNCB/NMBS,2025-03
19MAR2025,BRUSSEL-NOORD,2.18,1.52,1,SNCB/NMBS,2025-03
03MAR2025,KORTRIJK,14.67,,1,SNCB/NMBS,2025-03
22MAR2025,WEERDE,0.35,0.35,1,SNCB/NMBS,2025-03
08MAR2025,WEERDE,7.33,7.33,1,SNCB/NMBS,2025-03
11MAR2025,EPPEGEM,1.23,1.45,1,SNCB/NMBS,2025-03
26MAR2025,MARIA-AALTER,-0.02,-0.02,1,SNCB/NMBS,2025-03
19MAR2025,MELSELE,0.9,0.85,1,SNCB/NMBS,2025-03
01MAR2025,BRUGELETTE,6.12,6.48,1,SNCB/NMBS,2025-03
10MAR2025,WATERLOO,2.63,2.63,1,SNCB/NMBS,2025-03
10MAR2025,LIEGE-GUILLEMINS,0.07,0.05,1,SNCB/NMBS,2025-03
10MAR2025,GENT-SINT-PIETERS,1.47,,1,SNCB/NMBS,2025-03
05MAR2025,LEUVEN,1.57,0.35,1,SNCB/NMBS,2025-03
10MAR2025,BRUSSELS AIRPORT - ZAVENTEM,-0.33,1.42,1,SNCB/NMBS,2025-03
06MAR2025,HAREN-ZUID,4.2,3.93,1,SNCB/NMBS,2025-03
31MAR2025,HALLE,-3.47,-3.47,1,THI-FACT,2025-03
04MAR2025,DENDERMONDE,0.9,,1,SNCB/NMBS,2025-03
16MAR2025,AYE,-1.03,0.1,1,SNCB/NMBS,2025-03
25MAR2025,CHARLEROI-CENTRAL,-0.25,,1,SNCB/NMBS,2025-03
04MAR2025,DIEGEM,-0.57,0.47,1,SNCB/NMBS,2025-03
01MAR2025,LIEDEKERKE,1.22,2.17,1,SNCB/NMBS,2025-03
24MAR2025,BRUSSEL-LUXEMBURG,0.23,0.12,1,SNCB/NMBS,2025-03
10MAR2025,DEINZE-WIJKSPOREN,-0.67,-0.67,1,SNCB/NMBS,2025-03
23MAR2025,HAREN-ZUID,2.12,2.12,1,SNCB/NMBS,2025-03
18MAR2025,BRUSSEL-NOORD,5.63,4.82,1,SNCB/NMBS,2025-03
19MAR2025,HAREN-ZUID,-0.05,-0.05,1,SNCB/NMBS,2025-03
16MAR2025,MOLLEM,0.32,0.32,1,SNCB/NMBS,2025-03
06MAR2025,BRUSSEL-NOORD,3.78,3.25,1,SNCB/NMBS,2025-03
22MAR2025,WILLEBROEK,1.35,1.13,1,SNCB/NMBS,2025-03
19MAR2025,BRUSSEL-SCHUMAN,24.73,24.57,1,SNCB/NMBS,2025-03
19MAR2025,ANTWERPEN-CENTRAAL,-0.55,,1,SNCB/NMBS,2025-03
30MAR2025,ENGIS,9.95,9.95,1,SNCB/NMBS,2025-03
24MAR2025,BRUSSEL-CONGRES,-0.28,-0.28,1,SNCB/NMBS,2025-03
12MAR2025,SCHAARBEEK-JOSAPHAT,3.28,3.28,1,SNCB/NMBS,2025-03
19MAR2025,BRUSSEL-CENTRAAL,2.42,3.75,1,SNCB/NMBS,2025-03
04MAR2025,PIETON,4.95,4.95,1,SNCB/NMBS,2025-03
21MAR2025,VILVOORDE,4.95,11.25,1,SNCB/NMBS,2025-03
06MAR2025,BRACQUEGNIES,4.38,4.38,1,SNCB/NMBS,2025-03
20MAR2025,BOUWEL,0.2,0.2,1,SNCB/NMBS,2025-03
25MAR2025,NEUFCHATEAU,0.57,0.17,1,SNCB/NMBS,2025-03
15MAR2025,MONT-SAINT-GUIBERT,2.17,2.17,1,SNCB/NMBS,2025-03
19MAR2025,BRUSSEL-CONGRES,0.25,0.25,1,SNCB/NMBS,2025-03
14MAR2025,LIEGE-CARRE,-0.78,0.0,1,SNCB/NMBS,2025-03
08MAR2025,WAARSCHOOT,1.38,0.55,1,SNCB/NMBS,2025-03
21MAR2025,KONTICH-LINT,0.37,0.37,1,THI-FACT,2025-03
21MAR2025,BOORTMEERBEEK,0.62,0.73,1,SNCB/NMBS,2025-03
25MAR2025,HEVERLEE,1.12,1.07,1,SNCB/NMBS,2025-03
27MAR2025,MONS,-1.38,,1,SNCB/NMBS,2025-03
23MAR2025,TESTELT,0.55,0.55,1,SNCB/NMBS,2025-03
12MAR2025,BRUSSEL-CENTRAAL,-0.23,0.12,1,SNCB/NMBS,2025-03
07MAR2025,KORTENBERG-GOEDEREN,0.38,0.38,1,SNCB/NMBS,2025-03
13MAR2025,MUIZEN,-0.32,-0.32,1,SNCB/NMBS,2025-03
11MAR2025,VELTEM,8.47,8.47,1,SNCB/NMBS,2025-03
05MAR2025,LIEGE-SAINT-LAMBERT,12.15,12.32,1,SNCB/NMBS,2025-03
07MAR2025,HOLLEKEN,0.35,0.35,1,SNCB/NMBS,2025-03
12MAR2025,PHILIPPEVILLE-642,-0.38,-0.38,1,SNCB/NMBS,2025-03
11MAR2025,BELSELE,-0.67,-0.67,1,SNCB/NMBS,2025-03
03MAR2025,HAVRE,2.92,2.47,1,SNCB/NMBS,2025-03
06MAR2025,LIEGE-CARRE,-0.1,0.13,1,SNCB/NMBS,2025-03
30MAR2025,BEERNEM,0.07,0.07,1,SNCB/NMBS,2025-03
27MAR2025,BEERVELDE,0.68,0.68,1,SNCB/NMBS,2025-03
03MAR2025,LODELINSART,-0.38,0.08,1,SNCB/NMBS,2025-03
03MAR2025,WATERMAAL,-2.83,-2.83,1,SNCB/NMBS,2025-03
08MAR2025,OLNE,0.75,0.75,1,SNCB/NMBS,2025-03
13MAR2025,GENT-SINT-PIETERS,-1.18,1.67,1,SNCB/NMBS,2025-03
08MAR2025,HEIZIJDE,0.17,-0.02,1,SNCB/NMBS,2025-03
04MAR2025,DUINBERGEN,0.38,0.93,1,SNCB/NMBS,2025-03
07MAR2025,SCHULEN,-1.28,-1.28,1,SNCB/NMBS,2025-03
10MAR2025,KORTRIJK,1.4,,1,SNCB/NMBS,2025-03
09MAR2025,HERENT,5.65,5.65,1,SNCB/NMBS,2025-03
26MAR2025,MORTSEL-LIERSESTEENWEG,0.25,0.08,1,SNCB/NMBS,2025-03
11MAR2025,LEUVEN,-0.17,,1,SNCB/NMBS,2025-03
10MAR2025,CARLSBOURG,0.07,0.15,1,SNCB/NMBS,2025-03
08MAR2025,BRAINE-ALLIANCE,21.98,21.98,1,SNCB/NMBS,2025-03
13MAR2025,BRUSSEL-NOORD,4.27,4.2,1,SNCB/NMBS,2025-03
18MAR2025,ANGLEUR,8.33,9.18,1,SNCB/NMBS,2025-03
10MAR2025,BRUSSEL-KAPELLEKERK,0.5,0.5,1,SNCB/NMBS,2025-03
29MAR2025,LUSTIN,0.0,0.1,1,SNCB/NMBS,2025-03
04MAR2025,SCHENDELBEKE,0.77,0.93,1,SNCB/NMBS,2025-03
09MAR2025,ROUX,-0.72,-0.72,1,SNCB/NMBS,2025-03
07MAR2025,NIJLEN,7.55,7.55,1,SNCB/NMBS,2025-03
10MAR2025,GOUVY,-0.72,0.88,1,SNCB/NMBS,2025-03
19MAR2025,SINT-KATELIJNE-WAVER,0.75,0.75,1,SNCB/NMBS,2025-03
10MAR2025,LOKEREN,3.33,3.55,1,SNCB/NMBS,2025-03
10MAR2025,WAARSCHOOT,1.22,0.38,1,SNCB/NMBS,2025-03
06MAR2025,KORTENBERG,2.62,2.62,1,SNCB/NMBS,2025-03
11MAR2025,FARCIENNES,0.73,0.73,1,SNCB/NMBS,2025-03
08MAR2025,NAMECHE,0.1,0.1,1,SNCB/NMBS,2025-03
16MAR2025,DE PINTE,0.77,0.47,1,SNCB/NMBS,2025-03
23MAR2025,ANDERLECHT,-1.1,-1.1,1,SNCB/NMBS,2025-03
21MAR2025,HOEILAART,4.53,4.53,1,SNCB/NMBS,2025-03
27MAR2025,LEMAN,0.0,0.0,1,SNCB/NMBS,2025-03
16MAR2025,AUVELAIS,3.95,3.6,1,SNCB/NMBS,2025-03
26MAR2025,AISEAU,1.32,0.93,1,SNCB/NMBS,2025-03
12MAR2025,OBOURG-MARCHANDISES,0.82,0.82,1,SNCB/NMBS,2025-03
28MAR2025,DENDERLEEUW,0.52,0.3,1,SNCB/NMBS,2025-03
12MAR2025,BRUSSEL-LUXEMBURG,59.1,59.1,1,SNCB/NMBS,2025-03
08MAR2025,KORTENBERG,1.18,1.18,1,SNCB/NMBS,2025-03
18MAR2025,NIVELLES,1.63,1.03,1,SNCB/NMBS,2025-03
01MAR2025,DRONGEN,-0.63,-0.63,1,SNCB/NMBS,2025-03
03MAR2025,FLOREE,1.63,1.63,1,SNCB/NMBS,2025-03
21MAR2025,MEVERGNIES-ATTRE,7.62,7.1,1,SNCB/NMBS,2025-03
20MAR2025,JEMAPPES,2.62,2.2,1,SNCB/NMBS,2025-03
14MAR2025,BRUSSEL-KAPELLEKERK,0.8,0.8,1,SNCB/NMBS,2025-03
13MAR2025,MECHELEN-NEKKERSPOEL,2.47,2.47,1,THI-FACT,2025-03
04MAR2025,NAMUR-HERBATTE,4.25,4.25,1,SNCB/NMBS,2025-03
14MAR2025,MORTSEL,0.6,0.72,1,SNCB/NMBS,2025-03
04MAR2025,BUDA,0.43,0.43,1,SNCB/NMBS,2025-03
25MAR2025,BELLEM,0.28,0.35,1,SNCB/NMBS,2025-03
02MAR2025,ZOTTEGEM,1.28,,1,SNCB/NMBS,2025-03
31MAR2025,DOLHAIN-GILEPPE,-0.23,-0.23,1,SNCB/NMBS,2025-03
03MAR2025,FRAIPONT,1.53,1.47,1,SNCB/NMBS,2025-03
07MAR2025,HENNUYERES,0.87,0.87,1,SNCB/NMBS,2025-03
19MAR2025,KESSEL,0.65,0.65,1,SNCB/NMBS,2025-03
24MAR2025,BOECHOUT,0.05,0.05,1,SNCB/NMBS,2025-03
11MAR2025,MASNUY-SAINT-PIERRE,-1.32,-1.32,1,SNCB/NMBS,2025-03
23MAR2025,SCHAARBEEK,0.67,0.67,1,SNCB/NMBS,2025-03
16MAR2025,BRAINE-ALLIANCE,6.85,6.85,1,SNCB/NMBS,2025-03
28MAR2025,MORTSEL,1.63,1.63,1,SNCB/NMBS,2025-03
11MAR2025,ANTWERPEN-BERCHEM,3.7,4.23,1,SNCB/NMBS,2025-03
05MAR2025,BRAINE-L'ALLEUD,0.12,0.98,1,SNCB/NMBS,2025-03
10MAR2025,MARCHE-LES-DAMES-MARCHANDISES,1.82,1.82,1,SNCB/NMBS,2025-03
19MAR2025,MERCHTEM,0.4,0.85,1,SNCB/NMBS,2025-03
21MAR2025,TILLY,-0.12,0.0,1,SNCB/NMBS,2025-03
29MAR2025,HANSBEKE,0.22,-0.05,1,SNCB/NMBS,2025-03
21MAR2025,LIER,9.73,9.17,1,SNCB/NMBS,2025-03
16MAR2025,WEZEMAAL,-0.05,0.12,1,SNCB/NMBS,2025-03
22MAR2025,LOT,4.85,4.85,1,SNCB/NMBS,2025-03
29MAR2025,LILLOIS,-0.75,0.32,1,SNCB/NMBS,2025-03
29MAR2025,LA ROCHE(BRABANT),-0.12,0.08,1,SNCB/NMBS,2025-03
07MAR2025,SINT-KATELIJNE-WAVER,1.17,1.17,1,SNCB/NMBS,2025-03
19MAR2025,ALKEN,0.02,0.08,1,SNCB/NMBS,2025-03
27MAR2025,HASSELT,-0.63,,1,SNCB/NMBS,2025-03
11MAR2025,AMPSIN,-0.93,-0.93,1,SNCB/NMBS,2025-03
13MAR2025,SINT-KATELIJNE-WAVER,1.38,1.28,1,SNCB/NMBS,2025-03
14MAR2025,RIXENSART,-1.97,-1.97,1,SNCB/NMBS,2025-03
09MAR2025,POPERINGE,1.43,,1,SNCB/NMBS,2025-03
06MAR2025,LEBBEKE,0.23,0.33,1,SNCB/NMBS,2025-03
16MAR2025,ROUX,-0.33,-0.33,1,SNCB/NMBS,2025-03
14MAR2025,BRUSSEL-CONGRES,3.42,3.2,1,SNCB/NMBS,2025-03
03MAR2025,EINE,0.53,-0.2,1,SNCB/NMBS,2025-03
06MAR2025,LOBBES,0.18,0.37,1,SNCB/NMBS,2025-03
26MAR2025,TILLY,-0.48,-0.48,1,SNCB/NMBS,2025-03
05MAR2025,SCHOONAARDE,0.48,0.48,1,SNCB/NMBS,2025-03
07MAR2025,BRUSSEL-KAPELLEKERK,-0.72,-0.72,1,SNCB/NMBS,2025-03
11MAR2025,MONT-SAINT-GUIBERT,0.17,0.03,1,SNCB/NMBS,2025-03
06MAR2025,ANTWERPEN-BERCHEM,7.38,,1,SNCB/NMBS,2025-03
19MAR2025,BRUSSEL-NOORD,1.22,1.22,1,THI-FACT,2025-03
01MAR2025,LIEDEKERKE,2.55,2.55,1,SNCB/NMBS,2025-03
25MAR2025,OKEGEM,4.13,4.75,1,SNCB/NMBS,2025-03
07MAR2025,OBAIX-BUZET,1.42,0.83,1,SNCB/NMBS,2025-03
13MAR2025,MECHELEN,-1.5,-1.5,1,THI-FACT,2025-03
09MAR2025,LOKEREN-OOST,0.62,0.62,1,SNCB/NMBS,2025-03
09MAR2025,BELLEM,0.47,0.47,1,SNCB/NMBS,2025-03
07MAR2025,GOUY-LEZ-PIETON,-1.05,0.12,1,SNCB/NMBS,2025-03
04MAR2025,KORTENBERG,-0.27,-0.27,1,SNCB/NMBS,2025-03
07MAR2025,BRUSSEL-KAPELLEKERK,0.28,0.28,1,SNCB/NMBS,2025-03
13MAR2025,MARCHIENNE-AU-PONT,-0.72,0.13,1,SNCB/NMBS,2025-03
12MAR2025,BRUSSEL-KAPELLEKERK,0.4,0.4,1,SNCB/NMBS,2025-03
10MAR2025,ANDERLECHT,0.42,0.42,1,SNCB/NMBS,2025-03
04MAR2025,HEIDE,-0.48,-0.12,1,SNCB/NMBS,2025-03
18MAR2025,KOKSIJDE,0.88,1.15,1,SNCB/NMBS,2025-03
10MAR2025,ANTWERPEN-CENTRAAL,-0.05,3.1,1,SNCB/NMBS,2025-03
12MAR2025,NAMUR-HERBATTE,0.12,0.12,1,SNCB/NMBS,2025-03
15MAR2025,MILMORT,0.03,-0.12,1,SNCB/NMBS,2025-03
04MAR2025,BRUSSEL-CENTRAAL,1.55,2.4,1,SNCB/NMBS,2025-03
07MAR2025,JETTE,0.63,1.43,1,SNCB/NMBS,2025-03
13MAR2025,ESSEN,8.7,6.7,1,SNCB/NMBS,2025-03
06MAR2025,BRUSSEL-CONGRES,0.27,0.27,1,SNCB/NMBS,2025-03
21MAR2025,MALDEREN,-0.13,0.02,1,SNCB/NMBS,2025-03
14MAR2025,WAVRE,-0.77,0.27,1,SNCB/NMBS,2025-03
03MAR2025,CHARLEROI-CENTRAL,-0.02,0.17,1,SNCB/NMBS,2025-03
15MAR2025,BRAINE-ALLIANCE,0.72,0.72,1,SNCB/NMBS,2025-03
05MAR2025,WICHELEN,4.83,4.83,1,SNCB/NMBS,2025-03
07MAR2025,NANINNE,0.72,0.53,1,SNCB/NMBS,2025-03
13MAR2025,LIEGE-GUILLEMINS,0.0,0.03,1,SNCB/NMBS,2025-03
11MAR2025,LA LOUVIERE-CENTRE,2.02,0.35,1,SNCB/NMBS,2025-03
21MAR2025,BOECHOUT,3.38,3.75,1,SNCB/NMBS,2025-03
17MAR2025,TAMINES,-0.62,0.13,1,SNCB/NMBS,2025-03
06MAR2025,LESSINES,11.48,9.62,1,SNCB/NMBS,2025-03
18MAR2025,BOCKSTAEL,-0.3,-0.3,1,SNCB/NMBS,2025-03
17MAR2025,KONTICH-LINT,41.55,41.55,1,THI-FACT,2025-03
28MAR2025,CHARLEROI-CENTRAL,6.2,,1,SNCB/NMBS,2025-03
11MAR2025,PEPINSTER,1.07,0.35,1,SNCB/NMBS,2025-03
08MAR2025,BUIZINGEN,-0.87,-0.87,1,SNCB/NMBS,2025-03
19MAR2025,HUY,5.97,7.15,1,SNCB/NMBS,2025-03
11MAR2025,ARLON,-0.48,,1,SNCB/NMBS,2025-03
28MAR2025,LIER,-0.5,-0.2,1,SNCB/NMBS,2025-03
07MAR2025,OLNE,0.75,0.75,1,SNCB/NMBS,2025-03
